,formatted_data,seven_digit,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id
170,Shelby Flint - I've Grown Accustomed To His Face I've Grown Accustomed To His Face,498970,121.25995,0.328,2,0.057,-15.276,0,0.307,114.306,35.691,4,0.0,b'TRARDSC128F148B688'
171,Ill Harmonics - Profound Sound (Take Two Album Version),363347,59.03628,2.305,9,0.329,-8.343,1,0.207,53.766,180.415,3,1.0,b'TRARDNE128F1472357'
172,Lonnie Johnson - She's My Mary,1030583,199.44444,0.461,3,0.855,-13.987,1,0.652,192.081,90.814,4,0.203,b'TRARVMO128F427DF04'
173,Alvin Youngblood Hart - Livin' In a Strain,3157808,231.10485,0.162,2,1.0,-14.039,1,0.928,218.035,112.717,1,0.0,b'TRARVVB128F4264CEB'
174,The Knightsbridge Strings - The Little White Cloud That Cried,8791839,132.44036,0.0,9,0.773,-9.923,1,0.728,121.713,75.064,4,0.014,b'TRARVSQ12903CA6A4B'
175,Los Solitarios - Amor que terminó,1368107,179.56526,0.096,4,0.427,-11.163,1,0.692,163.248,129.493,1,0.0,b'TRARVXR128F4236397'
176,The Dils - Tell Me What I Want to Hear,7025811,141.84444,3.46,10,0.0,-7.198,1,0.253,134.078,163.024,4,0.0,b'TRARVQK128F932BFA0'
177,Thrice - Red Sky,3840059,313.7824,0.0,2,0.0,-9.425,1,0.274,310.904,137.913,5,0.366,b'TRARVEY128F9300AC3'
178,Herbert von Karajan and Turin RAI Symphony Orchestra - Symphony No. 7 in A Major_ Op. 92: I. Poco sostenuto - Vivace,6920769,770.35057,3.175,0,0.567,-18.427,1,0.708,764.267,92.731,1,0.465,b'TRARVJE128F93127EF'
179,Flora Purim - Above The Rainbow,3062053,208.03873,0.206,7,0.036,-16.444,1,0.403,197.851,173.649,4,0.552,b'TRARVSP128F4250FD6'
180,Kenny Neal - Strike While the Iron is Hot,6685984,180.61016,0.189,4,0.565,-14.422,1,0.385,168.118,107.008,4,0.366,b'TRARVTN12903CF4724'
181,Harry Lauder - Shouther to Shouther (Shoulder to Shoulder),5918059,224.62649,0.0,8,0.556,-23.214,1,0.29,215.841,101.029,1,0.8,b'TRARVCC128F930733D'
182,Joi - Prem,321292,425.16853,0.061,11,0.535,-5.36,1,0.616,408.683,120.006,4,1.0,b'TRARVMJ128F146A77E'
183,Aceyalone - Suicide,1478257,170.1873,0.165,1,0.676,-4.149,0,0.542,161.576,129.956,5,1.0,b'TRARVDX128F424A397'
184,Tech N9ne - Caribou Lou,567300,274.85995,0.14,1,0.178,-6.696,1,0.256,267.952,177.942,4,0.81,b'TRARVZG128F1497359'
185,Little Feat - Day Or Night [Live Album Version],4296729,330.73587,0.0,4,0.633,-8.163,1,0.584,330.736,93.42,1,0.064,b'TRARQWJ128F92E9CCA'
186,Los Auténticos Decadentes - El Vino Triste,5643632,210.02404,0.292,1,0.352,-9.737,1,0.443,200.516,136.835,1,0.0,b'TRARQSR128F933A1BF'
187,Pearl Jam - Wishlist,3272540,235.25832,0.0,0,0.77,-9.407,1,0.764,235.258,117.946,4,0.973,b'TRARQSD128F427E2AA'
188,Chaka Demus & Pliers - Santa Barbara,2590102,251.97669,0.0,2,0.572,-7.378,1,0.644,242.051,95.044,4,0.88,b'TRARQFD128F422F447'
189,Teena Marie - Playboy,3142494,323.18649,2.914,1,0.61,-12.256,1,0.64,315.774,97.396,4,0.814,b'TRARQBS128F4262E62'
190,Christian Quast - Jugglin' Clown,4319570,485.14567,2.177,7,0.443,-15.252,1,0.495,477.35,126.914,4,1.0,b'TRARQPW128F92EE8B8'
191,Wilks - Things i say,3237695,220.36853,0.438,1,0.324,-7.91,1,0.227,206.565,174.014,4,0.0,b'TRARQBT128F4275C63'
192,Deodato - Groovitation (Album Version),2208030,371.33016,0.212,0,0.477,-16.532,1,0.418,345.803,110.909,4,1.0,b'TRARQGY128F425E599'
193,Tom Cochrane - Christmas All The Time (Acoustic),1676898,204.14649,0.322,7,0.738,-11.938,1,0.617,191.698,80.63,4,0.776,b'TRARXRL128F4278709'
194,Steel Pulse - Role Model,6682617,262.47791,0.177,1,0.087,-6.53,0,0.525,256.279,156.084,4,0.984,b'TRARXVP12903CF39FE'
195,Edouard Duleu - Virtuosite Musette,3367407,130.06322,0.409,7,0.08,-8.031,1,0.48,126.949,230.187,1,0.0,b'TRARXXW128F4294FE1'
196,ARRESTED DEVELOPMENT - Since The Last Time,5755077,218.06975,0.299,1,1.0,-6.25,1,0.788,203.941,177.886,4,1.0,b'TRARXIQ128F9354D9C'
197,Bela Fleck And The Flecktones - Michelle (LP Version),8417153,309.91628,0.0,4,0.514,-15.806,0,0.497,287.202,95.523,3,1.0,b'TRARXAN12903CBF286'
198,Bitty McLean - We´ve Only Just Begun,2402142,246.46485,0.183,9,0.317,-11.313,1,0.459,236.873,181.187,4,0.269,b'TRARXRH128F428927C'
199,Los Chichos - Porque Nos Queremos,2445890,212.53179,0.183,4,0.0,-6.159,0,0.147,209.711,100.232,4,0.728,b'TRARXGB128F42927B0'
200,Jane's Addiction - Obvious ( LP Version ),1416703,355.63057,4.418,5,0.476,-7.938,1,0.493,346.686,92.729,4,0.198,b'TRARXIT128F423DC97'
201,In Extremo - Frei zu sein,3785630,260.5971,0.0,0,0.225,-6.44,1,0.291,257.585,146.103,4,0.369,b'TRARXMV128F92F59C8'
202,DJ Omega - Grown & Sexy,6637228,203.31057,0.0,7,0.021,-10.629,1,0.315,197.283,155.023,4,0.188,b'TRARXUA12903CE88EC'
203,Markscheider Kunst - Grustnaja,8904773,222.64118,0.0,5,0.523,-7.381,1,0.536,217.455,140.033,4,0.275,b'TRARXLM12903CC2306'
204,Étienne Daho - Epaule tattoo (Live 1989),209613,288.49587,2.456,7,0.026,-8.534,1,0.341,281.681,132.794,4,0.031,b'TRARXJJ128F1452983'
205,Plies - Goons Lurkin (Instrumental Album Version),1497138,233.42975,0.078,9,0.755,-9.545,1,0.598,226.487,110.933,4,1.0,b'TRAREZN128F424E0FA'
206,Jeff And Sheri Easter - Wolf In Sheep's Clothing,1550553,170.4224,0.421,5,0.999,-6.15,1,0.691,162.128,180.073,4,0.34,b'TRAREWD128F425AC6A'
207,React - Lost Circles,2408917,158.27546,0.172,8,0.243,-9.68,1,0.3,151.493,134.648,4,0.251,b'TRAREZS128F428ACED'
208,DJ Nasty - Pussy Hole,8775996,194.29832,0.189,0,0.0,-12.624,1,0.0,191.245,149.984,4,0.462,b'TRARESK12903D169F7'
209,Günter Noris - El Cumbanchero,1447513,156.62975,0.0,0,0.498,-11.793,1,0.524,156.63,124.394,4,0.63,b'TRARESY128F42444FC'
210,Orquesta Sublime - El divertido,7744619,168.30649,0.0,7,0.027,-8.631,1,0.412,168.306,101.345,4,0.653,b'TRAREAP12903D09025'
211,Milieu - Blackwood Moth,5059565,371.87873,0.0,10,0.088,-13.08,1,0.421,342.57,87.003,4,0.551,b'TRAREOY128F93199EF'
212,Out Of The Grey - Dreaming Of April,1548881,225.95873,0.0,7,0.528,-9.598,1,0.602,211.342,87.76,7,0.285,b'TRAREGG128F425A5D8'
213,Snow Patrol - New Sensation,6815105,214.5171,0.0,4,0.627,-14.309,1,0.355,205.607,114.954,1,0.0,b'TRAREHS128F92F8E13'
214,Dart - For The Good Times,5472789,340.53179,0.456,0,0.655,-10.008,1,0.473,333.845,148.027,4,0.17,b'TRARELT128F9310B6E'
215,Pelle Carlberg - Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls,8664564,247.24853,0.0,9,0.237,-5.603,1,0.417,242.985,169.994,4,0.546,b'TRAREDZ12903CFB6E3'
216,Open Hand - Never Alone,7953343,486.97424,2.339,9,0.284,-7.655,0,0.347,478.215,86.308,4,0.783,b'TRARBGM12903CC5026'
217,Sex Pistols - Chatterbox,781238,189.17832,0.0,0,0.057,-14.683,0,0.382,189.178,152.899,4,0.812,b'TRARBFC128EF3500F8'
218,Ennio Morricone - Sporco Ma Distinto,3522757,118.33424,0.386,9,0.444,-11.008,0,0.527,109.993,87.153,1,0.0,b'TRARBKD128F42BA84D'
219,Koffi Olomide - Elle Et Moi,2936712,293.27628,0.281,7,0.703,-8.756,1,0.743,279.998,89.92,7,1.0,b'TRARBBK128F427ED68'
220,Charlie McCoy - Columbus Stockade Blues,3205583,197.79873,0.078,8,0.682,-13.483,1,0.671,192.935,113.293,1,0.0,b'TRARBXA128F426E188'
221,The Wreckers - Damn That Radio [Live],2015271,211.59138,0.0,4,0.349,-5.809,1,0.383,203.343,152.208,1,0.623,b'TRARBVD128F4239284'
222,Gal Costa - Camisa Amarela,4736367,171.85914,0.258,0,0.642,-10.874,1,0.442,165.709,118.047,1,0.0,b'TRARBYC128F92CEF3C'
223,Enuff Z Nuff - Style,7129741,182.15138,0.364,11,0.0,-8.649,1,0.193,174.312,158.795,4,0.0,b'TRARBZK128F934549A'
224,Lesley Gore - It's My Party,1275445,140.2771,0.131,9,0.309,-7.541,1,0.527,129.997,129.161,1,0.0,b'TRARBGR128F42264D1'
225,Inspiral Carpets - Keep The Circle Around,104128,230.05995,1.071,10,0.474,-4.134,0,0.427,211.348,150.226,4,0.757,b'TRARBJW128E0788A1A'
226,Various Production - Wot U Say,3559723,191.99955,0.0,7,0.005,-8.862,0,0.47,177.876,145.064,4,0.156,b'TRARBDK128F92C7F0B'
227,Eason Chan - Xiang Zai Le Huo,3774547,221.80526,0.0,11,0.0,-8.698,0,0.181,217.269,101.37,4,0.61,b'TRARBCN128F92F3559'
228,Stephen Warbeck - Birth Of The Falls,664815,123.68934,0.474,9,0.459,-16.039,0,0.513,111.137,116.259,4,0.386,b'TRARBLB128F14AD018'
229,Johnny Daye - What'll I Do For Satisfaction (LP Version),1417738,176.90077,0.253,11,0.684,-11.323,0,0.613,167.189,118.563,4,1.0,b'TRARBKI128F423DFA4'
230,An Cafe - Portraying Light With Rainbow Colored Crayon,4393964,310.12526,0.328,9,0.411,-4.802,0,0.531,299.833,148.991,4,0.43,b'TRARBQM128F92FBB81'
231,Gene Pitney - For Me This Is Happy,9080516,146.9122,0.194,10,0.943,-13.254,1,0.771,140.167,79.112,3,0.662,b'TRARBIM12903CECEE0'
232,Peggy Zina - Ithaki,2286919,177.44934,0.709,8,0.011,-14.236,0,0.361,171.636,107.55,4,0.585,b'TRARKDH128F4270965'
233,New Order - Guilty Partner,3722937,288.02567,0.0,11,0.159,-5.729,0,0.473,276.376,146.29,4,0.557,b'TRARKGW128F92EB8F9'
234,The Sensational Alex Harvey Band - Delilah,291222,316.81261,0.0,5,0.456,-12.936,1,0.531,300.141,90.689,3,0.615,b'TRARKEH128F1463CB2'
235,Bobby Pulido - La Rosa (Live),1665007,195.42159,0.0,9,0.458,-8.886,1,0.464,195.422,195.109,4,0.0,b'TRARKSW128F42758D1'
236,"Bruce Rowland - Let's Call Him ""Andre",3920800,138.762,0.873,2,0.997,-26.458,1,0.896,131.425,235.318,4,0.892,b'TRARKTI128F9310BA2'
237,Kitty Kallen - Our Lady Of Fatima,3391086,165.45914,2.699,1,0.0,-15.555,1,0.0,156.16,94.064,7,0.46,b'TRARKAN128F429AB6D'
238,Kari Tapio - Syvä meri (Oceano),3007488,161.20118,0.148,5,0.54,-7.069,1,0.456,150.013,115.879,3,0.869,b'TRARKTC128F4244934'
239,Redman - I Got A Seecret,530768,209.6322,0.0,1,0.486,-8.745,1,0.284,197.242,113.312,3,0.683,b'TRARKXM128F14911B0'
240,Chucho Valdés - Reprise: Tú mi delirio - Guajira - Si te contara - El manisero,4750414,375.03955,0.0,5,0.343,-20.259,1,0.568,371.38,80.789,1,0.494,b'TRARKFW128F92D20CD'
241,Belami - Te Miattad Változott Meg Az Életem,6317251,237.19138,0.171,11,0.354,-7.996,0,0.632,233.175,140.077,4,0.353,b'TRARKPB12903C9B67A'
242,Tshala Muana - Banda Yango,2736437,390.63465,0.194,7,0.895,-5.252,1,0.902,378.851,137.349,4,0.808,b'TRARKDV128F42500F2'
243,Extreme - Song For Love,161575,355.5522,3.785,8,0.701,-7.894,1,0.362,340.776,146.022,4,0.595,b'TRARKRC128E0791D82'
244,Janina - Nachts um halb drei,8619412,189.70077,0.34,2,0.718,-9.318,1,0.537,184.059,141.053,1,0.0,b'TRARLTG12903CF06FD'
245,Mat Maneri - Iron Man,1941557,192.15628,0.754,9,0.107,-17.985,1,0.362,177.743,144.184,5,0.777,b'TRARLYN128F422BC3C'
246,Panic At The Disco - I Constantly Thank God For Esteban [Live In Chicago],3924515,253.23057,0.0,5,0.318,-5.205,0,0.545,253.231,153.069,4,0.0,b'TRARLGD128F93119C1'
247,Pumpkin Buzzard - 000GrandPno,7101930,45.87057,0.0,9,0.68,-15.272,0,0.815,42.156,120.398,4,0.195,b'TRARLJI128F933E881'
248,Christos Dantis - Pai Keros,4252574,251.08853,0.392,4,0.042,-12.538,0,0.014,242.602,131.404,4,0.701,b'TRARLOJ128F92DFA03'
249,The Moody Blues - Tuesday Afternoon,228893,291.29098,0.0,9,0.321,-12.065,0,0.413,284.729,115.514,4,0.132,b'TRARYCL128F1456224'
250,Fiona - As We Lay,7807369,228.10077,0.108,8,0.555,-6.18,1,0.586,222.163,66.201,3,0.93,b'TRARYQP12903CA18A4'
251,Nicole C. Mullen - Forever You Reign (Album),4094412,268.43383,0.0,2,0.321,-4.714,1,0.444,258.252,124.228,4,1.0,b'TRARYKP128F9334BB1'
252,Orquestra - Tema Da Desilusão (Garota De Ipanema),2758235,87.58812,2.096,5,0.652,-13.767,0,0.607,82.837,104.752,4,0.191,b'TRARYPU128F42552CF'
253,Virgil Moorefield - Healing Power,7372267,236.2771,0.345,11,0.474,-10.829,0,0.547,226.342,123.004,4,0.712,b'TRARYFU12903CAE834'
254,Hatiras - The Anthem,5373678,298.1873,0.0,11,0.384,-6.125,0,0.247,298.187,131.999,4,0.0,b'TRARYXL128F92F939E'
255,Trafik - Disco Trafiko,5685504,265.53424,0.0,5,0.364,-7.811,0,0.397,241.586,127.984,4,0.0,b'TRARYHD128F9344512'
256,Jope Ruonansuu - Rant Kanaria,6239947,211.25179,0.073,2,0.651,-10.321,0,0.605,201.427,111.004,3,0.717,b'TRARYDZ128F9355209'
257,This Moment In Black History - Blackwords Masking,8986504,145.8673,0.0,9,0.147,-4.928,0,0.233,141.601,156.408,4,0.287,b'TRARPKK12903CD6066'
258,Joselito - Clavelitos,3390119,159.76444,3.03,9,0.726,-10.012,1,0.556,154.529,96.096,1,0.449,b'TRARPKM128F429A7A6'
259,Natalie Cole - The Gift,5131765,194.53342,0.746,4,0.809,-15.222,1,0.686,172.013,115.45,4,0.675,b'TRARPZT128F932AD66'
260,UK Subs - Tomorrows Girls (Live),6801618,122.40934,0.0,10,0.072,-2.952,1,0.298,122.409,199.379,4,0.0,b'TRARPOL128F92F5973'
261,Imiskoubria - O Dikos Sou DJ,1549572,208.50893,0.0,11,0.705,-7.032,1,0.65,208.509,97.039,3,0.534,b'TRARPYM128F425A88B'
262,Grizzly Bear - Little Brother,5883027,384.67873,0.0,4,0.394,-14.199,0,0.409,373.847,169.038,4,0.468,b'TRARPCK128F92FEA7F'
263,Nirvana - Polly,3129851,168.51546,3.396,7,0.237,-14.338,1,0.333,162.911,130.339,4,0.778,b'TRARPXT128F425FDF9'
264,George Jones - Ol' Frank,3119166,168.33261,2.31,5,0.922,-15.467,1,0.727,163.538,131.45,3,0.722,b'TRARPGY128F425D48D'
265,SOJA - Be Aware,8562341,221.09995,0.066,7,0.218,-5.781,1,0.395,217.757,102.581,5,0.086,b'TRARPTJ12903CE2898'
266,Julie Roberts - The Chance,4157681,287.50322,0.125,1,0.535,-12.517,1,0.609,269.311,139.99,1,0.655,b'TRARPWX128F92CD69C'
267,Seatrain - Abbeville Fair,3925225,294.47791,0.2,2,0.768,-6.112,1,0.678,285.199,107.836,3,1.0,b'TRARPOQ128F9311C86'
268,Cracker - My Life Is Totally Boring Without You,3092081,196.5971,0.316,9,0.263,-8.749,1,0.42,183.409,107.848,4,0.352,b'TRARWLR128F4256B07'
269,Chris Clark - Gavel Obliterated,5882514,226.11546,0.0,11,0.086,-7.551,0,0.469,226.115,102.093,3,0.974,b'TRARWSY128F92FE87E'
270,Al Di Meola - Calliope,4680803,257.30567,0.299,0,0.368,-16.945,1,0.653,248.471,110.096,4,0.207,b'TRARWMG128F933667C'
271,Mustafa Sandal / Gülcan - Aya Benzer 2003 (Moonlight),3497484,239.12444,0.177,0,0.497,-5.254,1,0.426,231.195,50.499,1,0.0,b'TRARWFL128F42B4686'
272,The Elders - Fire in the Hole,2135405,274.46812,0.0,0,0.123,-8.545,1,0.24,263.129,151.726,4,0.49,b'TRARWYG128F424D766'
273,Mance Lipscomb - So Different Blues,7188893,181.39383,0.061,1,0.162,-10.173,1,0.213,178.306,161.7,1,0.0,b'TRARWXF128F9353B37'
274,Los Chunguitos - Cuantas Madres Llorando,1269883,172.72118,0.27,1,0.7,-5.013,0,0.743,162.83,128.176,3,0.318,b'TRARWUM128F42AC917'
275,Harald Kloser / Thomas Wander / Thomas Schobel - Opening,4284273,163.21261,9.898,1,0.0,-29.054,1,0.0,163.213,119.787,4,0.834,b'TRARWYE128F92E6C27'
276,Singing Melody - Lived My Life,1400600,235.7024,0.066,3,0.521,-6.513,0,0.358,226.418,162.389,4,1.0,b'TRARWYL128F423B96A'
277,Juelz Santana / Freekey Zeekey / Monique Garnett - Dipset (Santana's Town) (Skit),284602,79.64689,0.0,0,0.032,-19.771,1,0.078,71.721,196.482,3,0.516,b'TRARWQY128F1462A4C'
278,SNAP! - Do You See The Light (Deep Ethno Mix),4666027,293.92934,0.386,1,0.036,-13.615,1,0.0,289.942,131.977,4,0.641,b'TRARWMX128F9332CD0'
279,Java - Pépètes,3728346,304.16934,0.0,1,0.585,-6.997,0,0.566,304.169,183.881,3,0.998,b'TRARWXU128F92EC637'
280,The Rodeo - Cha Cha Cha,7206706,176.97914,0.09,11,0.512,-6.317,0,0.439,171.654,130.203,1,0.0,b'TRARWBA128F93580C7'
281,Kristine W. - Save My Soul (Cypher UK Radio Edit),8586041,235.12771,3.506,10,0.714,-4.499,0,0.641,227.968,129.976,4,0.475,b'TRARWHW12903CE84D3'
282,León Gieco - Buenos Aires (De Tus Amores),1564462,302.2624,0.0,7,1.0,-7.657,1,0.982,294.551,163.773,4,0.082,b'TRARWXH128F425D881'
283,Faron Young - It's Four In The Morning,6973499,159.79057,0.363,9,0.542,-23.907,1,0.369,156.044,141.772,1,0.814,b'TRAUREN128F931F5AB'
284,Paul Buckmaster - The Interrogation,2042812,73.50812,5.675,10,0.001,-24.112,1,0.0,73.508,161.665,7,0.686,b'TRAURDA128F423CD13'
285,Paul Avgerinos - Song Without End,2895511,324.51873,0.0,9,0.006,-18.208,1,0.39,311.943,91.405,3,0.102,b'TRAURLY128F4274DBB'
286,Muse - Supermassive Black Hole (Album Version),391871,209.34485,0.089,7,0.034,-3.313,1,0.503,206.698,120.01,4,1.0,b'TRAURYF128F147805D'
287,Seal - Show Me (Acoustic Version),1408083,117.78567,0.797,4,0.605,-15.808,1,0.518,110.695,119.772,5,0.0,b'TRAURQM128F423C581'
288,The Prefects - Background Music: The Greatest Ever Punk Sing-Along! (Live),2411264,266.57914,0.0,9,0.55,-19.468,1,0.307,260.278,104.521,4,0.458,b'TRAURJF128F428B618'
289,Lonestar - Y.O.U. (Album Version),8884900,214.12526,0.132,0,0.706,-3.321,1,0.517,209.131,125.022,4,0.347,b'TRAURBZ12903CBD56C'
290,Pennywise - 6TH Avenue Nightmare,490862,159.89506,0.0,9,0.053,-5.111,1,0.217,155.788,200.877,4,0.0,b'TRAURRO128F1489B2C'
291,Sandra Mihanovich - Cuatro Estrofas,2358495,263.18322,0.0,11,0.169,-13.328,0,0.278,256.401,122.072,4,0.372,b'TRAURGF128F427E9B5'
292,Slum Village - Climax (Instrumental Mix),7931960,200.61995,0.311,1,0.0,-8.42,0,0.0,187.844,95.599,4,1.0,b'TRAURSF12903CBFCBA'
293,Dixie Chicks - Give It Up Or Let Me Go,3137680,296.30649,0.287,2,0.588,-6.98,1,0.617,287.631,103.863,4,0.896,b'TRAURRP128F4261B94'
294,Bomb Squad - BOMB SQUAD,1757755,191.11138,0.061,3,0.288,-12.054,1,0.291,184.616,109.614,7,0.807,b'TRAURXW128F428B9EC'
295,Charlotte Gainsbourg - Le Chat du Café des Artistes,7825958,241.65832,0.0,1,0.655,-9.838,0,0.62,228.264,150.256,4,0.0,b'TRAURHK12903CA60F8'
296,The Jordanaires & Orion - Joy to the World,6446315,97.69751,0.395,10,0.545,-16.102,1,0.65,90.523,106.317,4,0.869,b'TRAURFD12903CBA5DD'
297,God Lives Underwater - Don't Know How To Be,5548641,215.40526,0.0,2,0.411,-5.66,1,0.406,207.975,169.966,4,0.952,b'TRAUUIF128F93232FE'
298,Eminem - I'm Back,147976,312.2673,0.0,11,0.313,-3.989,0,0.315,288.502,180.168,4,1.0,b'TRAUURC128E078EC6E'
299,Mack and Jamie - Althea Cooley,2465510,27.6371,0.0,9,0.145,-14.629,0,0.549,27.637,118.668,3,0.741,b'TRAUUQO128F4297426'
300,Bob Wills - Yearning Just For You,1101769,160.26077,0.427,2,0.557,-12.009,1,0.544,151.65,88.301,1,0.177,b'TRAUUEG128F428F323'
301,Don & Juan - Sincerely,6450629,148.16608,0.845,2,0.297,-10.666,1,0.506,135.5,98.442,3,1.0,b'TRAUUQJ12903CBB6B4'
302,An Cafe - ONE WAY LOVE,4007626,276.13995,0.305,6,0.552,-3.856,1,0.511,269.711,152.988,4,0.692,b'TRAUUYL128F9322F64'
303,Bob Hope - Merry-Go-Runaround,4216205,147.722,0.0,8,0.237,-13.21,1,0.492,147.722,133.325,1,0.817,b'TRAUUQI128F92D8620'
304,María Elena Walsh - Canción De Títeres,5646139,114.80771,0.0,1,0.801,-11.836,1,0.748,111.554,111.104,4,0.137,b'TRAUUFZ128F933AB89'
305,Eric Burdon - Devil's Daughter,742410,262.97424,0.165,5,0.312,-8.737,1,0.152,256.935,80.031,4,0.0,b'TRAUUZF128EF347CD5'
306,Dark Shadows - The Taking Of Angelique,461940,67.05587,0.142,11,0.0,-24.522,1,0.0,60.262,110.933,1,0.419,b'TRAUIXE128F148437B'
307,Circle Jerks - Question Authority,6769341,122.64444,8.231,1,0.322,-10.18,0,0.383,113.528,173.669,4,0.304,b'TRAUIOQ128F92EDC51'
308,S.U.P - 4tx.31b,3718229,274.54649,0.194,0,0.917,-9.748,1,0.549,274.546,154.01,1,0.0,b'TRAUIGU128F92EA6DA'
309,Deville_ Willy - Loup Garou,1413592,291.91791,6.873,9,0.776,-13.75,1,0.54,285.925,103.258,4,0.795,b'TRAUISB128F423D3F0'
310,Daniel Johnston - Oh No,1034668,237.68771,0.061,8,0.869,-24.905,1,0.547,234.754,105.641,5,0.829,b'TRAUIHC128F427EEF9'
311,Jake Hess - So Many Reasons,142281,168.77669,0.29,6,1.0,-13.478,1,0.902,161.21,92.76,4,0.686,b'TRAUIYH128E078DA2F'
312,Sophie B. Hawkins - 32 Lines (Album Version),414329,302.86322,0.0,7,0.338,-7.838,1,0.53,279.383,129.316,4,0.35,b'TRAUIMO128F147C31C'
313,Georges Parys - Levallois Monte Carlo,546845,155.58485,0.821,4,0.031,-15.88,0,0.29,147.255,90.278,3,0.574,b'TRAUIMQ128F14932D0'
314,Diesel Boy - Dragonfly,6176519,140.06812,0.368,0,0.435,-4.564,1,0.578,126.212,205.553,4,0.0,b'TRAUIBK128F9345A79'
315,Jefferson Starship - Fading Lady Light,7410662,220.52526,0.226,10,0.58,-8.365,1,0.562,212.434,122.348,4,1.0,b'TRAUNPM12903CB7CCC'
316,The Irish Tenors - The Croppy Boy,8689227,283.55873,20.335,10,0.863,-21.999,1,0.685,263.111,142.612,3,0.925,b'TRAUNWX12903D01764'
317,Keep Of Kalessin - Many Are We,6403849,292.41424,0.0,3,0.739,-5.377,1,0.532,286.418,110.044,4,0.673,b'TRAUNNH12903CB038C'
318,Eyes Set to Kill - Play The Part,8962758,158.95465,0.0,8,0.294,-4.392,1,0.434,150.767,97.497,4,0.433,b'TRAUNND12903CD03BC'
319,Rod Bernard - Cajun Honey (Cajun Lovin' Style),4895926,103.44444,0.135,0,0.004,-14.314,1,0.278,93.095,155.254,4,0.0,b'TRAUNMO128F92F4C25'
320,Devo - Sloppy (I Saw My Baby Gettin'),309578,159.89506,0.102,4,0.352,-11.704,0,0.421,153.652,88.841,4,0.452,b'TRAUNEL128F1467D5C'
321,Geiom Feat. Marita - Reminissin',9032270,363.38893,0.0,1,0.569,-9.983,1,0.406,348.311,140.022,4,0.387,b'TRAUNGN12903CE12A6'
322,Pep Laguarda & Tapineria - Caseta del Plater,5360752,340.53179,2.026,0,0.279,-16.265,1,0.493,328.197,125.262,4,0.0,b'TRAUNIH128F92F6365'
323,Ann Lee - 2 People,6434380,217.62567,0.0,0,0.668,-5.625,1,0.569,209.763,170.373,5,1.0,b'TRAUNOS12903CB782D'
324,The Red Jumpsuit Apparatus - In Fate's Hands (Album Version),3370463,208.79628,0.334,0,0.529,-2.983,0,0.662,204.655,199.004,4,0.697,b'TRAUGQI128F4295BD1'
325,Sergio Mendes - Tem Do de Mim (Live At El Matador_ San Francisco),560610,161.59302,0.0,7,0.51,-19.397,1,0.498,156.154,179.609,4,0.0,b'TRAUGLQ128F1495E6D'
326,Chroma Key - Salvation,7703346,160.31302,0.0,4,0.706,-11.242,0,0.68,155.905,120.091,4,1.0,b'TRAUGNY12903CFEFB5'
327,Rachael Starr - Till There Was You (John Creamer & Stephane K Remix),2885105,608.23465,0.0,11,0.793,-10.289,0,0.632,598.97,127.996,4,0.0,b'TRAUGTI128F4273726'
328,Don Gibson - I Love No One But You,6777767,169.63873,0.154,4,0.624,-14.257,1,0.608,162.923,123.531,4,0.0,b'TRAUGVF128F92EFCF8'
329,Hélio Ziskind - A história do incêndio do jequitibá de Carangola (Part 1),7790491,143.67302,0.583,6,0.447,-15.316,0,0.526,137.677,128.636,4,0.103,b'TRAUGWY12903C9D7BE'
330,Anna Abreu - Shame,3124606,205.45261,2.577,4,0.593,-6.692,0,0.581,193.44,143.864,4,0.447,b'TRAUGRD128F425E997'
331,Michael Card - Arise_ My Love (Song Of Solomon),671166,208.50893,0.363,9,0.558,-21.716,1,0.669,199.192,93.542,4,0.363,b'TRAUGLZ128F14AE500'
332,Lonnie Brooks - Two Guitars Shuffle (take 1),3657053,351.73832,0.0,9,0.342,-12.302,1,0.301,348.45,124.471,1,0.0,b'TRAUGTX128F92DCEFD'
333,Stanley Clarke - What If I Forget The Champagne,3167006,312.76363,0.55,7,0.386,-13.455,1,0.38,301.952,123.352,4,0.352,b'TRAUGWE128F42670DB'
334,Mykill Miers - Listen,4215826,236.5122,0.323,11,0.014,-14.249,0,0.531,225.164,91.16,4,0.99,b'TRAUGRP128F92D84A5'
335,TEN MADISON - Elementro,1251337,405.41995,6.153,11,0.545,-7.495,1,0.508,356.084,92.699,5,0.78,b'TRAUGHD128F42A8B9B'
336,Rancid - Meteor Of War (Album Version),1081602,81.10975,0.0,1,0.472,-3.869,1,0.397,81.11,168.752,1,0.0,b'TRAUGYG128F428A174'
337,Moon Mullican - Kangaroo Blues,5314356,173.24363,0.0,7,0.683,-20.884,1,0.652,169.97,95.278,4,0.74,b'TRAUGIS128F92EB03D'
338,The Shangri-Las - Remember (Walkin' In the Sand),8897100,136.01914,0.921,10,0.218,-13.53,1,0.364,123.135,65.771,4,0.648,b'TRAUZVU12903CC050D'
339,The Katies - Tappin' Out (LP Version),6786359,199.8624,0.201,2,0.487,-6.077,1,0.652,192.534,155.193,1,0.0,b'TRAUZTO128F92F1E6C'
